4775cdd1f964a520124d1fe3	29.5968412	-95.6216436
4bddba4617fdef3b2f894e36	29.595243	-95.6193972
4b5ca189f964a520f43a29e3	29.623819	-95.600404
4b428f8cf964a52097d625e3	29.6352941	-95.5841124
4bad4603f964a520ab403be3	29.6767459	-95.4165466
4b25390ef964a520466e24e3	29.676763	-95.415578
52d174cc11d21affb4f235de	29.7185865	-95.4152056
4bfc5c43e05e0f47f595cfa8	29.7047389	-95.2986819
4b54cedcf964a5206ecd27e3	29.7346673	-95.5721523
4b4a6d87f964a520458726e3	29.73122	-95.500313
4ae87a5df964a520b0af21e3	29.732895	-95.4487476
4bf98f1c508c0f473b6c3f31	29.72875	-95.430387
4ae8e8dff964a52041b321e3	29.7266271	-95.4189982
54d35959498e029309b0b815	29.733683	-95.418076
4b1b07c6f964a520c1f623e3	29.7312994	-95.3906848
4b11b5faf964a520e28223e3	29.735814	-95.594342
41326e00f964a52053111fe3	29.7365359	-95.540203
4b22d943f964a520b14e24e3	29.7365147	-95.5397889
4ac9201ff964a520bfbe20e3	29.738118	-95.5119106
4b75c097f964a5200d222ee3	29.7390487	-95.4902887
4b6100acf964a5207f052ae3	29.7366858	-95.4885574
4ad7535af964a520830921e3	29.737605	-95.481153
4b7df6c6f964a5206edc2fe3	29.7402387	-95.4638556
51e9e501498eaaa35d847d16	29.7384781	-95.4715453
4ab58838f964a520397520e3	29.738569	-95.464718
4b4b6040f964a520449926e3	29.737788	-95.459817
4b2923bbf964a520849924e3	29.740495	-95.456781
4ad7a9f9f964a520760d21e3	29.742261	-95.4437235
4adf7b3ef964a520fd7a21e3	29.7479466	-95.4575344
4a8f4ef5f964a520d51420e3	29.734419	-95.417751
4aeb6f4ff964a52007c221e3	29.73489	-95.416497
4b267fc8f964a520697c24e3	29.737203	-95.3906257
4a9dcb07f964a5206f3920e3	29.7462237	-95.3902243
4a8c37e4f964a520550d20e3	29.748	-95.3860619
52dd2f0211d2013b9387d72a	29.748469	-95.3854726
4b2439baf964a520226424e3	29.7458839	-95.3751576
4ba3b743f964a520a95738e3	29.7606702	-95.6262712
4abd1e23f964a5208a8820e3	29.7515395	-95.46021
5336d9c6498e954c37d7898d	29.7485692	-95.4621455
5330c4a7498e38a8ef5a02c1	29.7498427	-95.462491
4a692e73f964a520bacb1fe3	29.7567099	-95.4574418
440c2c90f964a5207e301fe3	29.7545732	-95.4571232
4b3e7820f964a520a99d25e3	29.75348	-95.4086079
4dd96adab0fb8af380b70f4b	29.755876	-95.3984784
4ad75ab2f964a520c40921e3	29.7523804	-95.3772041
4ae106ebf964a520b48421e3	29.7526903	-95.3603442
4b8d4dd6f964a52030f332e3	29.7545296	-95.3652327
4ada75a8f964a520c32221e3	29.753846	-95.363937
4b6a250ef964a52018ca2be3	29.7534094	-95.3641939
4b2a847cf964a520aaaa24e3	29.7621337	-95.3668503
4bd0e02ab221c9b61da5d4d0	29.7708384	-95.4090899
4aa29c54f964a520f84120e3	29.767091	-95.382285
4b12ce5ff964a5207c8e23e3	29.77944	-95.6279969
4d56b39fcf1b3704eddec13f	29.7818379	-95.5602568
4b425680f964a520ecd125e3	29.7803621	-95.5612568
4b1c6b77f964a520250724e3	29.7795473	-95.5609011
4c98392a05a1b1f711088c53	29.7788783	-95.5608186
4b6e3389f964a52049b12ce3	29.7833183	-95.5562511
4aa33694f964a520b44320e3	29.7829949	-95.548265
4adf647cf964a520327a21e3	29.802786	-95.4010787
57f76b25498e5fcfdd9cd3eb	29.846852	-95.499758
4aebaa29f964a5203ec421e3	29.846493	-95.499019
4bad055df964a52057253be3	29.916102	-95.614412
4b915dd0f964a520a9b633e3	29.929683	-95.412892
4aaaf8b3f964a520555820e3	30.183247	-97.8477305
5372e1ca498e5a5f68d67cdc	30.240707	-97.786047
4cffeb41f1605481377c9bea	30.2423524	-97.7832629
49c10f42f964a5207b551fe3	30.254737	-97.76263
553c1b2a498e9eecfda7a08e	30.256063	-97.7629549
45fbfa6df964a5206c441fe3	30.2651757	-97.7479106
43a49c90f964a520512c1fe3	30.2651426	-97.7463725
4a1058eff964a520a7761fe3	30.2643134	-97.7412351
49bb2f3af964a520da531fe3	30.2640176	-97.7407451
4f510b42e4b02b3bcadb7613	30.2653905	-97.7467953
45730176f964a520833e1fe3	30.2662553	-97.7406582
4a077e41f964a5206e731fe3	30.264232	-97.730405
ENTERED ALL OF THESE!!